,CAISO,PNW
356,0.0,0.0
357,0.0,0.0
358,0.0,0.0
359,0.0,0.0
360,0.0,0.0
361,0.0,0.0
362,0.0,0.0
363,0.0,0.0
364,0.0,0.0
365,0.0,0.0
366,0.0,0.0
367,558.4337829537021,0.0
368,1968.9736107413912,0.0
369,2941.287472614458,0.0
370,3595.5831856119835,0.0
371,3759.9179228299668,0.0
372,4047.503712961438,0.0
373,3314.083867229327,0.0
374,2866.7281936914846,0.0
375,1818.3334349582399,0.0
376,555.3905470792951,0.0
377,0.0,0.0
378,0.0,0.0
379,0.0,0.0
380,0.0,0.0
381,0.0,0.0
382,0.0,0.0
383,0.0,0.0
384,0.0,0.0
385,0.0,0.0
386,0.0,0.0
387,0.0,0.0
388,0.0,0.0
389,0.0,0.0
390,0.0,0.0
391,1113.308236821783,0.0
392,3987.0793622055326,0.0
393,5462.38973234448,0.0
394,5014.4373718430725,0.0
395,5359.249459723389,0.0
396,5860.79431482203,0.0
397,5893.15204740904,0.0
398,5173.192497348085,0.0
399,3884.9502687277845,0.0
400,787.7085526650038,0.0
401,0.0,0.0
402,0.0,0.0
403,0.0,0.0
404,0.0,0.0
405,0.0,0.0
406,0.0,0.0
407,0.0,0.0
408,0.0,0.0
409,0.0,0.0
410,0.0,0.0
411,0.0,0.0
412,0.0,0.0
413,0.0,0.0
414,0.0,0.0
415,1002.8086078501624,0.0
416,3870.299167594681,0.0
417,5363.670905231003,0.0
418,5649.606873145037,0.0
419,5538.4848382210985,0.0
420,5518.157636710624,0.0
421,5382.642959974115,0.0
422,3539.6433563576006,0.0
423,2114.0289570895316,0.0
424,559.6756149217798,0.0
425,0.0,0.0
426,0.0,0.0
427,0.0,0.0
428,0.0,0.0
429,0.0,0.0
430,0.0,0.0
431,0.0,0.0
432,0.0,0.0
433,0.0,0.0
434,0.0,0.0
435,0.0,0.0
436,0.0,0.0
437,0.0,0.0
438,0.0,0.0
439,877.7500050697375,0.0
440,3469.048733271941,0.0
441,5210.027144062836,0.0
442,5989.352975769974,0.0
443,6102.298748481153,0.0
444,6484.700864660432,0.0
445,6415.319889994994,0.0
446,5823.1613387806665,0.0
447,3901.4696916518847,0.0
448,948.7444907739075,0.0
449,0.0,0.0
450,0.0,0.0
451,0.0,0.0
452,0.0,0.0
453,0.0,0.0
454,0.0,0.0
455,0.0,0.0
456,0.0,0.0
457,0.0,0.0
458,0.0,0.0
459,0.0,0.0
460,0.0,0.0
461,0.0,0.0
462,0.0,0.0
463,855.1684815273398,0.0
464,2851.925510165339,0.0
465,4551.351232626368,0.0
466,5416.067049673154,0.0
467,5006.895527411267,0.0
468,5796.596565376705,0.0
469,5272.857016881492,0.0
470,4236.289160484717,0.0
471,3019.6858342927117,0.0
472,769.2424618523439,0.0
473,0.0,0.0
474,0.0,0.0
475,0.0,0.0
476,0.0,0.0
477,0.0,0.0
478,0.0,0.0
479,0.0,0.0
480,0.0,0.0
481,0.0,0.0
482,0.0,0.0
483,0.0,0.0
484,0.0,0.0
485,0.0,0.0
486,0.0,0.0
487,364.58837710620213,0.0
488,1639.9799526974955,0.0
489,3185.140217576161,0.0
490,4483.23509870154,0.0
491,4647.500191683455,0.0
492,5593.026092750089,0.0
493,5347.296197557632,0.0
494,3939.691254444309,0.0
495,2437.266623512157,0.0
496,516.8340730406601,0.0
497,0.0,0.0
498,0.0,0.0
499,0.0,0.0
500,0.0,0.0
501,0.0,0.0
502,0.0,0.0
503,0.0,0.0
504,0.0,0.0
505,0.0,0.0
506,0.0,0.0
507,0.0,0.0
508,0.0,0.0
509,0.0,0.0
510,0.0,0.0
511,526.7263547830682,0.0
512,2367.8671085840665,0.0
513,4215.411830224373,0.0
514,5411.352824215109,0.0
515,5787.585934774444,0.0
516,6093.375399101392,0.0
517,5800.393870453059,0.0
518,5321.697274464799,0.0
519,3541.3942151372253,0.0
520,678.820590966629,0.0
521,0.0,0.0
522,0.0,0.0
523,0.0,0.0
524,0.0,0.0
525,0.0,0.0
526,0.0,0.0
527,0.0,0.0
528,0.0,0.0
529,0.0,0.0
530,0.0,0.0
531,0.0,0.0
532,0.0,0.0
533,0.0,0.0
534,0.0,0.0
535,774.2830398397889,0.0
536,2935.7406817454907,0.0
537,4560.546907291647,0.0
538,5430.872728288034,0.0
539,5826.925434088436,0.0
540,6261.59327870438,0.0
541,6265.553805762384,0.0
542,6102.182064619717,0.0
543,4410.046879087493,0.0
544,1071.3225691900914,0.0
545,0.0,0.0
546,0.0,0.0
547,0.0,0.0
548,0.0,0.0
549,0.0,0.0
550,0.0,0.0
551,0.0,0.0
552,0.0,0.0
553,0.0,0.0
554,0.0,0.0
555,0.0,0.0
556,0.0,0.0
557,0.0,0.0
558,0.0,0.0
559,1313.899522562467,0.0
560,4493.07605202245,0.0
561,6707.592155168481,0.0
562,7308.003208890858,0.0
563,6834.679161539719,0.0
564,6733.609967496452,0.0
565,6576.502408439096,0.0
566,6415.392109023592,0.0
567,5387.688522068791,0.0
568,1812.2406971520395,0.0
569,0.0,0.0
570,0.0,0.0
571,0.0,0.0
572,0.0,0.0
573,0.0,0.0
574,0.0,0.0
575,0.0,0.0
576,0.0,0.0
577,0.0,0.0
578,0.0,0.0
579,0.0,0.0
580,0.0,0.0
581,0.0,0.0
582,0.0,0.0
583,1002.9409229180823,0.0
584,3475.2150008895524,0.0
585,4481.120281215274,0.0
586,4858.581791121391,0.0
587,5368.451265235411,0.0
588,5671.803839950535,0.0
589,6006.7762270138155,0.0
590,6022.586133187894,0.0
591,4874.3916972954685,0.0
592,1930.7847915092937,0.0
593,0.0,0.0
594,0.0,0.0
595,0.0,0.0
596,0.0,0.0
597,0.0,0.0
598,0.0,0.0
599,0.0,0.0
600,0.0,0.0
601,0.0,0.0
602,0.0,0.0
603,0.0,0.0
604,0.0,0.0
605,0.0,0.0
606,0.0,0.0
607,963.314795756568,0.0
608,3333.3966657695405,0.0
609,4730.612460181333,0.0
610,5710.300878528665,0.0
611,6327.040662780744,0.0
612,6580.831812937574,0.0
613,6288.835543402297,0.0
614,4579.156451216773,0.0
615,3053.680613177336,0.0
616,850.0639061704559,0.0
617,0.0,0.0
618,0.0,0.0
619,0.0,0.0
620,0.0,0.0
621,0.0,0.0
622,0.0,0.0
623,0.0,0.0
624,0.0,0.0
625,0.0,0.0
626,0.0,0.0
627,0.0,0.0
628,0.0,0.0
629,0.0,0.0
630,0.0,0.0
631,997.1725007494667,0.0
632,3455.2272759959355,0.0
633,4455.347084629391,0.0
634,4830.63762185727,0.0
635,5337.574577903304,0.0
636,5639.182418031468,0.0
637,5972.228208922176,0.0
638,5987.947184303449,0.0
639,4846.356597238541,0.0
640,1919.67986843789,0.0
641,0.0,0.0
642,0.0,0.0
643,0.0,0.0
644,0.0,0.0
645,0.0,0.0
646,0.0,0.0
647,0.0,0.0
648,0.0,0.0
649,0.0,0.0
650,0.0,0.0
651,0.0,0.0
652,0.0,0.0
653,0.0,0.0
654,0.0,0.0
655,210.36227169070025,0.0
656,1048.6716230551328,0.0
657,2215.0833235490904,0.0
658,3646.802665205199,0.0
659,4425.457044000627,0.0
660,3631.103988213356,0.0
661,3849.315598399978,0.0
662,3023.5651886290207,0.0
663,2146.0091447849795,0.0
664,740.9775540150039,0.0
665,0.0,0.0
666,0.0,0.0
667,0.0,0.0
668,0.0,0.0
669,0.0,0.0
670,0.0,0.0
671,0.0,0.0
672,0.0,0.0
673,0.0,0.0
674,0.0,0.0
675,0.0,0.0
676,0.0,0.0
677,0.0,0.0
678,0.0,0.0
679,193.06019163520702,0.0
680,1015.4662048214038,0.0
681,1927.5615983735631,0.0
682,2702.842682892898,0.0
683,3242.4991240779264,0.0
684,3429.4786797561183,0.0
685,3456.8415415626832,0.0
686,2968.870506012278,0.0
687,1757.30379157716,0.0
688,535.0959642172668,0.0
689,0.0,0.0
690,0.0,0.0
691,0.0,0.0
692,0.0,0.0
693,0.0,0.0
694,0.0,0.0
695,0.0,0.0
696,7.543588851083415,0.0
697,7.543588851083415,0.0
698,7.543588851083415,0.0
699,7.543588851083415,0.0
700,7.543588851083415,0.0
701,5.657691638312562,0.0
702,5.657691638312562,0.0
703,154.64357144721,0.0
704,788.3050349382169,0.0
705,1337.101123854535,0.0
706,1980.1920734093962,0.0
707,2347.942029899713,0.0
708,2472.411245942589,0.0
709,2036.768989792522,0.0
710,1403.1075263015152,0.0
711,677.0370993847365,0.0
712,132.01280489395975,0.0
713,7.543588851083415,0.0
714,7.543588851083415,0.0
715,7.543588851083415,0.0
716,7.543588851083415,0.0
717,7.543588851083415,0.0
718,7.543588851083415,0.0
719,7.543588851083415,0.0
720,5.121111286572181,0.0
721,5.121111286572181,0.0
722,5.121111286572181,0.0
723,5.121111286572181,0.0
724,5.121111286572181,0.0
725,3.8408334649291356,0.0
726,3.8408334649291356,0.0
727,104.9827813747297,0.0
728,535.1561294467929,0.0
729,907.716975544919,0.0
730,1344.2917127251974,0.0
731,1593.945887945591,0.0
732,1678.444224174032,0.0
733,1382.700047374489,0.0
734,952.5266993024255,0.0
735,459.6197379698532,0.0
736,89.61944751501315,0.0
737,5.121111286572181,0.0
738,5.121111286572181,0.0
739,5.121111286572181,0.0
740,5.121111286572181,0.0
741,5.121111286572181,0.0
742,5.121111286572181,0.0
743,5.121111286572181,0.0
744,0.0,0.0
745,0.0,0.0
746,0.0,0.0
747,0.0,0.0
748,0.0,0.0
749,0.0,0.0
750,17.06943358031799,0.0
751,1384.6322886622654,0.0
752,3569.519786942968,0.0
753,4647.906355487763,0.0
754,5275.459060646513,0.0
755,5036.48699052206,0.0
756,4621.800162953159,0.0
757,3973.1616869010754,0.0
758,2595.5579885365887,0.0
759,1634.6492863975109,0.0
760,699.8467767930376,0.0
761,0.0,0.0
762,0.0,0.0
763,0.0,0.0
764,0.0,0.0
765,0.0,0.0
766,0.0,0.0
767,0.0,0.0
768,6.47427949741333,0.0
769,6.47427949741333,0.0
770,6.47427949741333,0.0
771,6.47427949741333,0.0
772,4.855709623059998,0.0
773,4.855709623059998,0.0
774,4.855709623059998,0.0
775,296.1982870066599,0.0
776,1435.6714785514062,0.0
777,2544.391842483439,0.0
778,3382.811037398465,0.0
779,4434.881455728131,0.0
780,4281.117317664564,0.0
781,3497.7294984775517,0.0
782,3575.4208524465116,0.0
783,2497.453316127192,0.0
784,864.3163129046795,0.0
785,6.47427949741333,0.0
786,4.855709623059998,0.0
787,6.47427949741333,0.0
788,6.47427949741333,0.0
789,6.47427949741333,0.0
790,6.47427949741333,0.0
791,6.47427949741333,0.0
792,0.0,0.0
793,0.0,0.0
794,0.0,0.0
795,0.0,0.0
796,0.0,0.0
797,0.0,0.0
798,0.0,0.0
799,210.89935313613998,0.0
800,1051.3490141413545,0.0
801,2220.7387110081604,0.0
802,3656.1134129496504,0.0
803,4436.755794707303,0.0
804,3640.3746552529237,0.0
805,3859.1433872374273,0.0
806,3031.284732389594,0.0
807,2151.4881771425626,0.0
808,742.8693632855079,0.0
809,0.0,0.0
810,0.0,0.0
811,0.0,0.0
812,0.0,0.0
813,0.0,0.0
814,0.0,0.0
815,0.0,0.0
816,0.0,0.0
817,0.0,0.0
818,0.0,0.0
819,0.0,0.0
820,0.0,0.0
821,0.0,0.0
822,19.602696510669595,0.0
823,1389.8311826064744,0.0
824,4053.837638406472,0.0
825,4453.732647224131,0.0
826,4519.401680534875,0.0
827,4761.4949824416435,0.0
828,5015.349902254815,0.0
829,4876.170757029061,0.0
830,4311.613097521777,0.0
831,3034.497419851653,0.0
832,1123.2345100613677,0.0
833,0.0,0.0
834,0.0,0.0
835,0.0,0.0
836,0.0,0.0
837,0.0,0.0
838,0.0,0.0
839,0.0,0.0
840,0.0,0.0
841,0.0,0.0
842,0.0,0.0
843,0.0,0.0
844,0.0,0.0
845,0.0,0.0
846,19.650036054017324,0.0
847,1393.187556229828,0.0
848,4063.6274559707817,0.0
849,4464.488191472736,0.0
850,4530.315812253693,0.0
851,4772.993757520807,0.0
852,5027.461724420333,0.0
853,4887.946468436809,0.0
854,4322.02543008111,0.0
855,3041.8255811618815,0.0
856,1125.9470658951925,0.0
857,0.0,0.0
858,0.0,0.0
859,0.0,0.0
860,0.0,0.0
861,0.0,0.0
862,0.0,0.0
863,0.0,0.0
864,0.0,0.0
865,0.0,0.0
866,0.0,0.0
867,0.0,0.0
868,0.0,0.0
869,0.0,0.0
870,0.0,0.0
871,1340.8130303181276,0.0
872,4260.515160727943,0.0
873,6085.328992234077,0.0
874,6507.848610568473,0.0
875,6768.162554991211,0.0
876,6441.134986620936,0.0
877,6573.254124242528,0.0
878,5932.280090236789,0.0
879,4628.094147576132,0.0
880,1712.3163479867599,0.0
881,14.389213008292103,0.0
882,0.0,0.0
883,0.0,0.0
884,0.0,0.0
885,0.0,0.0
886,0.0,0.0
887,0.0,0.0
888,0.0,0.0
889,0.0,0.0
890,0.0,0.0
891,0.0,0.0
892,0.0,0.0
893,0.0,0.0
894,0.0,0.0
895,713.3558787870127,0.0
896,2394.488114392071,0.0
897,3463.0541221224107,0.0
898,4254.693224918972,0.0
899,4617.7316762632545,0.0
900,4588.375467259674,0.0
901,3845.6633794690806,0.0
902,3074.573622975026,0.0
903,1890.5398598306015,0.0
904,940.377228414704,0.0
905,0.0,0.0
906,0.0,0.0
907,0.0,0.0
908,0.0,0.0
909,0.0,0.0
910,0.0,0.0
911,0.0,0.0
912,0.0,0.0
913,0.0,0.0
914,0.0,0.0
915,0.0,0.0
916,0.0,0.0
917,0.0,0.0
918,0.0,0.0
919,1188.817208706895,0.0
920,4049.408617157861,0.0
921,6313.97618048268,0.0
922,6730.7082998391725,0.0
923,6840.5446723827445,0.0
924,6617.6414457502015,0.0
925,6494.883147025033,0.0
926,5339.985994544829,0.0
927,4485.523625786749,0.0
928,1742.844793742853,0.0
929,0.0,0.0
930,0.0,0.0
931,0.0,0.0
932,0.0,0.0
933,0.0,0.0
934,0.0,0.0
935,0.0,0.0
936,0.0,0.0
937,0.0,0.0
938,0.0,0.0
939,0.0,0.0
940,0.0,0.0
941,0.0,0.0
942,0.0,0.0
943,1301.9603550711379,0.0
944,4370.981859546614,0.0
945,6646.59612663016,0.0
946,7618.640693333457,0.0
947,7645.9995635883515,0.0
948,7584.844441842119,0.0
949,7441.612709331201,0.0
950,7131.009064672698,0.0
951,5397.7441667596995,0.0
952,2063.1806862808394,0.0
953,0.0,0.0
954,0.0,0.0
955,0.0,0.0
956,0.0,0.0
957,0.0,0.0
958,0.0,0.0
959,0.0,0.0
960,0.0,0.0
961,0.0,0.0
962,0.0,0.0
963,0.0,0.0
964,0.0,0.0
965,0.0,0.0
966,1.3252235521269893,0.0
967,893.2006741335907,0.0
968,3061.266405413345,0.0
969,5168.371853295258,0.0
970,6141.085940556467,0.0
971,6386.252297699961,0.0
972,6729.485197700852,0.0
973,7132.353157547456,0.0
974,6066.873421637356,0.0
975,5905.196148277864,0.0
976,3436.3046706652835,0.0
977,15.902682625523871,0.0
978,0.0,0.0
979,0.0,0.0
980,0.0,0.0
981,0.0,0.0
982,0.0,0.0
983,0.0,0.0
984,0.0,0.0
985,0.0,0.0
986,0.0,0.0
987,0.0,0.0
988,0.0,0.0
989,0.0,0.0
990,47.53086349002323,0.0
991,2219.097189190459,0.0
992,5705.684071448204,0.0
993,7590.084763563084,0.0
994,7932.703071220336,0.0
995,7903.986507861779,0.0
996,7999.048234841826,0.0
997,8062.42271949519,0.0
998,7276.183019264389,0.0
999,5481.892922516012,0.0
1000,2437.937206509108,0.0
1001,0.0,0.0
1002,0.0,0.0
1003,0.0,0.0
1004,0.0,0.0
1005,0.0,0.0
1006,0.0,0.0
1007,0.0,0.0
1008,0.0,0.0
1009,0.0,0.0
1010,0.0,0.0
1011,0.0,0.0
1012,0.0,0.0
1013,0.0,0.0
1014,121.36393375288944,0.0
1015,2375.830920532107,0.0
1016,5107.838603165085,0.0
1017,6329.3929798517765,0.0
1018,7568.096608047028,0.0
1019,8411.048278352424,0.0
1020,8379.388121721235,0.0
1021,8418.96331751022,0.0
1022,7426.945076399646,0.0
1023,6027.30231866252,0.0
1024,3519.5540788337935,0.0
1025,9.234212350763325,0.0
1026,0.0,0.0
1027,0.0,0.0
1028,0.0,0.0
1029,0.0,0.0
1030,0.0,0.0
1031,0.0,0.0
1032,0.0,0.0
1033,0.0,0.0
1034,0.0,0.0
1035,0.0,0.0
1036,0.0,0.0
1037,0.0,0.0
1038,68.87688140930506,0.0
1039,1807.1981741203374,0.0
1040,4329.403974299175,0.0
1041,5869.294251521495,0.0
1042,6466.227223735473,0.0
1043,6476.066778222516,0.0
1044,5754.499449172654,0.0
1045,5451.113185822143,0.0
1046,5347.797863708186,0.0
1047,4455.678256882901,0.0
1048,2330.334487681488,0.0
1049,0.0,0.0
1050,0.0,0.0
1051,0.0,0.0
1052,0.0,0.0
1053,0.0,0.0
1054,0.0,0.0
1055,0.0,0.0
1056,0.0,0.0
1057,0.0,0.0
1058,0.0,0.0
1059,0.0,0.0
1060,0.0,0.0
1061,0.0,0.0
1062,0.9870607500976424,0.0
1063,1195.330568368245,0.0
1064,2965.1304932933176,0.0
1065,4749.736329469855,0.0
1066,5691.392285063006,0.0
1067,5894.72679958312,0.0
1068,5933.222168836927,0.0
1069,5684.482859812321,0.0
1070,4905.691927985283,0.0
1071,3557.366943351903,0.0
1072,1462.824031644706,0.0
1073,0.0,0.0
1074,0.0,0.0
1075,0.0,0.0
1076,0.0,0.0
1077,0.0,0.0
1078,0.0,0.0
1079,0.0,0.0
1080,0.0,0.0
1081,0.0,0.0
1082,0.0,0.0
1083,0.0,0.0
1084,0.0,0.0
1085,0.0,0.0
1086,0.9880110787444476,0.0
1087,1196.481416359526,0.0
1088,2967.9852805483206,0.0
1089,4754.309310918282,0.0
1090,5696.871880040486,0.0
1091,5900.402162261842,0.0
1092,5938.934594332874,0.0
1093,5689.955802489274,0.0
1094,4910.415061359905,0.0
1095,3560.7919277949895,0.0
1096,1464.2324186992716,0.0
1097,0.0,0.0
1098,0.0,0.0
1099,0.0,0.0
1100,0.0,0.0
1101,0.0,0.0
1102,0.0,0.0
1103,0.0,0.0
1104,0.0,0.0
1105,0.0,0.0
1106,0.0,0.0
1107,0.0,0.0
1108,0.0,0.0
1109,0.0,0.0
1110,50.13070547947333,0.0
1111,1848.2399572826878,0.0
1112,5233.381806238703,0.0
1113,7425.940556419877,0.0
1114,8175.262680428847,0.0
1115,7483.986636448742,0.0
1116,7046.002578049132,0.0
1117,6510.395566873707,0.0
1118,5957.638577507935,0.0
1119,4342.902169432268,0.0
1120,2114.7242337788352,0.0
1121,0.0,0.0
1122,0.0,0.0
1123,0.0,0.0
1124,0.0,0.0
1125,0.0,0.0
1126,0.0,0.0
1127,0.0,0.0
1128,0.0,0.0
1129,0.0,0.0
1130,0.0,0.0
1131,0.0,0.0
1132,0.0,0.0
1133,0.0,0.0
1134,106.64140081757755,0.0
1135,2390.8738751200103,0.0
1136,5563.784689568922,0.0
1137,7273.996784161925,0.0
1138,7238.449650556066,0.0
1139,7260.831179122718,0.0
1140,7406.969395057918,0.0
1141,8082.364933569241,0.0
1142,7647.899967275407,0.0
1143,6499.859207856547,0.0
1144,3538.9146345388694,0.0
1145,0.0,0.0
1146,0.0,0.0
1147,0.0,0.0
1148,0.0,0.0
