,BPA,PNW,SDGE,SCE,PGE_valley,PGE_bay
111,7152.939797394441,20577.926867177743,2189.4180241666813,10076.926120308253,5859.362708905551,5187.742324301007
112,7461.250740234024,21768.89993150065,2208.929646136461,9971.023854662466,5969.236090546653,5176.353609716741
113,7872.2063468648,23011.654956061524,2347.630887038846,10216.101806607545,6358.855905230394,5441.88821500403
114,7888.283088017426,22730.953538558868,2600.126240874616,11300.283307563239,7111.872701583179,5926.786341923397
115,7745.143118400266,21983.15074233815,2685.5168779412215,11593.245735637236,7340.326507603972,5759.023007360623
116,7534.719741112999,21010.298385203863,2622.4267749946644,11439.530872905663,7473.75214037129,5515.2293814498435
117,7175.952269647142,19569.178012079723,2533.95479903004,11118.004494718236,7306.834047579736,5315.618586079953
118,6712.690237287777,18188.088047085446,2391.4908534109686,10564.50576576677,6757.219037230015,5099.102215988896
119,6317.143823773588,17008.2691560384,2164.013436101895,9709.904900046311,6241.6995062765955,4746.067022623195
120,5036.724366211687,14553.090725608312,1994.1888506266623,8900.038878401938,5021.562867997463,4210.373113232408
121,4951.639962391703,14136.625103530287,1829.589483659399,8385.30617108378,4830.080671836874,4002.5331383023486
122,4944.003022793757,13878.758341957106,1742.507089871305,8054.630413555762,4784.666591100541,3814.3040855752733
123,5014.211663739581,13861.579036310357,1697.98567391115,7846.614942631926,4687.46051851977,3775.619286426061
124,5222.687677322206,14135.65242837331,1682.8981116405084,7839.7156116127435,4558.639601020667,3986.2471973011648
125,5659.512157103419,14797.817647312704,1720.5388655107329,8069.8326775000505,4526.64577108806,4201.678458641619
126,6241.145016130362,15761.414168092593,1842.6796691205368,8629.42649170817,4748.741627282494,4445.613297993948
127,6605.103000001617,16589.905813716796,2066.736459504695,9405.571342418349,5219.86716229067,4879.044573576246
128,6580.130938710706,17024.50776324953,2198.462107818863,9833.280503620203,5517.837277542348,5101.876966000825
129,6454.070233614879,17374.463601484644,2251.898324752282,10094.336503698672,5646.416135359954,5180.6170956959395
130,6314.343101416513,17592.538734756417,2288.2099808061134,10288.151660216694,5717.642272712404,5243.413068649905
131,6143.259603401414,17559.86479865824,2311.1741483772084,10423.468302253681,5700.69911944699,5131.1441403934605
132,6019.692792170326,17373.478555539394,2312.764275455002,10427.793227401251,5603.383168295282,5098.123917352899
133,5907.09571638032,17109.363622169196,2308.130401693838,10360.56689455799,5457.416506368972,5076.564021420545
134,5844.430320556018,16950.03407851326,2297.4808585213054,10258.181913556917,5370.228579110073,5110.816827315732
135,5898.730014046254,17082.15507927392,2290.6972253110685,10176.959404737729,5314.49451537544,5091.129649196279
136,6172.267417556247,17984.330463414433,2303.322708653689,10057.413899493824,5343.503817076691,5129.577607648972
137,6524.005017742131,19210.944990039905,2438.3932812926882,10282.701193318899,5780.916044095126,5211.981031431062
138,6542.596127967845,19142.081911417208,2686.278080429429,11332.752155157492,6461.165481912229,5621.513563578651
139,6425.669237185215,18658.210530711065,2760.058890265093,11539.627667642302,6498.45627243074,5570.579836263138
140,6268.357457108967,18095.887491359998,2692.0843972133284,11332.812739540044,6505.489505663671,5434.945122203632
141,5957.576897079397,17319.894973914215,2598.5497414061356,11062.957335935442,6349.833375080711,5216.134130106407
142,5540.328399516632,16202.328365691768,2453.208294625589,10489.791323371619,5976.796904462957,4905.273486615852
143,5197.611727152009,15174.158777711205,2213.883676170538,9658.895216592991,5624.096802612813,4539.565705698102
144,5105.768586101497,14580.985862681066,2061.344171352478,9785.199319801974,5912.683674254715,4688.921186823441
145,5030.726383763967,14229.683838368299,1885.0092912526202,9224.807094805641,5646.729004684016,4462.703000039905
146,5030.325798632994,14124.926791939943,1798.3788808517756,8866.313978048827,5439.779124547629,4383.872344696519
147,5106.615215673866,14248.049439629507,1752.718746674159,8625.743093118454,5239.394421324863,4373.1475866952405
148,5315.076353138914,14644.813499689322,1740.2047939976496,8609.631150479772,5210.225982192377,4438.275449866671
149,5782.132477164921,15461.742587326873,1782.1536306176322,8861.402265873421,5256.456213599354,4529.1335218534505
150,6400.185757483126,16654.458085119615,1921.5696731453893,9509.138064446106,5508.805403239709,4862.370878998405
151,6752.884115461405,17763.298571560048,2180.4708168026045,10460.81628975388,6115.959403188399,5379.23158697106
152,6703.534422431083,18296.3295696923,2324.4529341752227,10924.621125929894,6494.232429466909,5739.813017756929
153,6583.497473770892,18575.9061527559,2378.2714488076335,11214.274046597033,6561.458927847765,5792.835435461441
154,6449.633957881579,18461.188968134815,2402.3187282983426,11448.167833462152,6860.073450880413,5681.310393912176
155,6304.603677490295,18080.031398275583,2415.90450810701,11629.908582897699,6881.195459917569,5584.0624715945005
156,6168.41434668898,17704.525127077024,2413.1868339988655,11566.414932562147,6775.229073067244,5465.981194105749
157,6051.895880573227,17356.025921803088,2402.741896768642,11516.30965751259,6573.370320584251,5394.892117708528
158,5993.67241432845,17140.449094880463,2386.972059091047,11374.698411280619,6431.400526181837,5398.520553730523
159,6030.856062774159,17300.33806839907,2377.432973837123,11240.827294099383,6269.219897859755,5579.183577669892
160,6292.778928809674,18559.37742279109,2389.2560949429517,11090.57275272319,6318.813672318977,5595.085113606833
161,6612.986812738415,20469.48135001442,2521.6873494029514,11318.266559134005,6787.969971668409,5674.2000835776835
162,6615.127761393457,20703.011292474137,2774.6519174587793,12417.777404449203,7559.924330185333,6180.822363691863
163,6488.617579684433,20356.557229970625,2859.3749493103583,12657.085715270594,7709.479422663729,6127.765414431159
164,6320.945301616332,19622.995794030743,2789.720447498256,12452.326901196873,7620.6529707010195,6010.09517758096
165,6015.169039591645,18448.450203088338,2688.900629064256,12161.028154850503,7399.640153588726,5875.896104134401
166,5602.706311169399,16892.864346987437,2539.132636247007,11561.87194028643,7039.5554642161,5579.253073974359
167,5264.752561604581,15727.743533975045,2294.6250924139563,10709.598077939103,6410.835324592047,5263.460128030691
168,4948.128939341323,14927.413717451549,2104.8813133094695,10040.096372178808,5623.94144675242,4687.672493954162
169,4853.695984328518,14653.125437365847,1931.39256463785,9359.890431088332,5241.439538361392,4570.5806550506495
170,4832.549452642382,14673.280171933353,1844.597135535311,8986.30488329117,5081.387701418875,4469.3988035752745
171,4887.089024862688,14916.911749565485,1792.9767836146402,8737.061617546859,4999.583808968013,4406.666126499135
172,5078.752860372818,15621.237542491832,1776.4841812709917,8698.581371815602,4912.823178748636,4458.376589691266
173,5493.976813291308,17153.267066583885,1814.815483488863,8911.145815718442,4992.802755930125,4544.380449554554
174,6046.987385144895,20026.27798665198,1938.003665683715,9480.38895941752,5267.843425647827,4738.686846826693
175,6395.757347825752,21756.083862598272,2171.374514644415,10272.985741924133,5657.9849511247785,5263.799245559656
176,6432.065715987769,21640.940006306926,2303.8214903887356,10674.91056665666,6058.665280714386,5594.635626182753
177,6378.596967581509,21105.93502262365,2365.552321168227,10957.241770519151,6120.789624020351,5675.030881608077
178,6254.844048007874,20539.050494704494,2396.207281525646,11150.002198343793,6264.454259312803,5640.001125248894
179,6100.06929293274,19879.29378221314,2409.8504809851074,11323.960780210215,6232.103743419331,5514.946700341285
180,5967.208977033583,19277.477011995434,2405.754324919974,11377.48183615487,6175.011635843941,5471.86533217164
181,5857.740081588048,18753.765460992276,2394.187299535007,11288.977382599669,6059.494116798662,5321.297238416141
182,5773.542301539676,18369.567817951887,2382.630829887892,11146.115094985887,5929.883425506579,5371.689494719504
183,5815.264954264132,18631.182038005085,2372.8905425775943,11051.741505685904,5872.782724174486,5419.235374107918
184,6073.701436867518,20196.831244241996,2391.830078732776,10920.211205531232,6088.794651472271,5388.885218878473
185,6418.233865289458,22105.794171844085,2532.508384028001,11205.74749928821,6503.036004115311,5514.81911500313
186,6422.369178342396,22236.75372174104,2799.078094303063,12394.452677872765,7267.357422319066,5949.841623634381
187,6310.781340193644,21817.937854966167,2872.946505008057,12645.604412907749,7388.6707011711305,5842.80646641712
188,6147.771022920705,21014.310303199713,2804.34677957531,12389.676785682545,7365.344335655465,5795.026003756513
189,5863.4068190342905,19449.018659735902,2710.9876074992585,12127.177879038634,7201.42969193106,5630.6493257594975
190,5477.794635960669,17583.5642731454,2561.353236301624,11631.100793657606,6724.348103779467,5419.881722244715
191,5163.6443591405805,16207.2271109025,2325.504379058542,10787.290338790182,6225.514273484833,5051.306356663053
192,5029.544653699776,15506.068199594307,2130.464769153744,10454.191644433262,5825.633954521106,4633.142759987261
193,4945.280364870732,15245.406621297318,1956.2514911301541,9840.821334758928,5531.141690715273,4437.992936555576
194,4927.176911827548,15225.082819183432,1864.4127390193469,9457.213128419768,5272.284912714964,4346.07942604172
195,4984.746218499861,15442.824001238409,1813.918114283758,9193.73722873197,5236.482880688582,4207.862613302574
196,5172.216889269228,16116.540647226473,1797.2512712621763,9156.32019814185,5136.388924263352,4260.469777938716
197,5552.127492025518,17697.57948369277,1827.3669630310071,9370.555107414371,5174.029961989705,4372.65441676568
198,6072.078623609185,20770.06383809011,1935.0202523931198,9881.810809752333,5345.205645048675,4580.272576751549
199,6426.53619703487,22454.125230357025,2141.2702826720565,10525.25936377005,5715.287162752687,4997.05470063531
200,6516.452110692331,22159.628748515184,2255.0403097670355,11000.924505287341,6056.445818849393,5270.061805604151
201,6498.348633166948,21412.411835257222,2323.0313451828074,11380.095202489878,6177.068662554415,5405.63863183572
202,6385.488976968834,20657.998565301765,2359.0344633747736,11628.833864299659,6403.734421197861,5395.12327619782
203,6242.238676773817,20014.475917603053,2372.4399903764033,11843.045661318189,6525.605134107937,5312.991061908714
204,6124.519632413054,19450.558454528687,2368.676254582473,11829.427933739491,6467.71244106924,5263.2505496743215
205,6014.462099925757,18978.54311245681,2358.4517339511845,11771.97411782443,6298.617347707533,5144.211088788666
206,5944.891186864342,18664.63775048866,2347.2188705698377,11617.791545547958,6174.343734898167,5168.486731917202
207,5989.024954108213,19026.55094264146,2343.0295432175335,11474.403487791464,6175.1970558668445,5095.748977925069
208,6229.7415105195305,20671.712228098124,2360.713889420518,11356.34225732835,6132.649313820137,5239.387808347012
209,6558.099841684178,22590.1068215989,2501.560670836994,11655.092958031199,6688.096094596984,5304.962388070737
210,6560.069349218191,22692.21135313072,2773.223097518642,12893.777654213365,7490.13712142618,5790.808558036305
211,6434.52161730558,22253.234367355115,2856.70484897428,13164.969573653729,7622.463781105361,5742.5764799765175
212,6269.225565900958,21503.326844612966,2794.9656908124407,12910.613023293601,7521.5039015134835,5644.698205454296
213,5992.0563649705155,20010.794570978298,2706.1365557004597,12685.879601051087,7440.498908854086,5475.525869575229
214,5599.356873998925,17953.465765046647,2562.513755433964,12094.485879676542,6989.8087421150285,5193.6611266468935
215,5267.453404172454,16528.55401351456,2331.999646387579,11221.220673427142,6480.3000107302405,4856.224368248013
216,5368.675579381058,16075.833314124,2026.0996165623385,9550.86908184291,5541.144139915974,4398.136474495285
217,5280.558745914281,15810.056439640446,1856.0894435431278,8921.96249551222,5161.896814640368,4339.997977545349
218,5253.93875117935,15830.645308681029,1766.8070484661962,8590.605703481902,4916.716431163064,4288.42394313784
219,5316.448704326141,16101.446000985998,1718.880474982213,8361.55131773261,4799.947445488313,4235.267703192035
220,5517.979108042715,16793.332030850568,1701.3306705211603,8325.210539929672,4760.6212179939075,4340.103118562055
221,5934.182176445907,18598.607213758263,1729.9832310486597,8490.240903809736,4803.058144317976,4423.841729140317
222,6501.310861264744,21814.934316434512,1831.83396222508,8965.390528580147,4981.98189248632,4581.035128783079
223,6883.2262866533465,23499.347099366954,2022.5067267117552,9527.761044059967,5361.874335854446,4974.439154657954
224,6963.59301133116,23279.261558574628,2132.8374353801178,9942.151530947027,5834.065886965319,5077.635256342988
225,6915.118635055486,22469.177456314927,2205.4727935454093,10330.33850500082,5526.360651424803,5512.719267332466
226,6778.504800214775,21583.554422585654,2247.4563443049205,10578.792799194796,5947.007174462455,5288.078888503562
227,6606.161120454688,20739.74651993921,2265.427388238298,10765.92217556687,5978.7751510524095,5248.920740454819
228,6459.483688184902,20038.113988616893,2263.175542745729,10749.589713943775,5973.072566876705,5177.617421449079
229,6347.726451589505,19607.91771720004,2254.146449259269,10727.064100963185,5782.447270961467,5102.639723059891
230,6260.0699222355715,19289.302283053818,2242.936551102287,10623.500710138473,5773.610057477262,5046.807882753123
231,6317.224472356438,19633.97787340796,2237.394498601346,10534.935618511696,5720.010613033936,5069.770616760329
232,6606.318884871883,21115.194270398748,2255.9678168208834,10441.140891437211,5823.235999157932,5063.297213826721
233,6984.352181269081,22987.98287093236,2397.2330766045543,10732.236854957282,6286.693507712851,5216.187269149893
234,6997.937873726068,23093.433717416305,2667.6501575301722,11873.798347337472,7093.676871512649,5651.1463103477145
235,6887.859933711882,22737.071198466227,2749.5328023707493,12137.35503168826,7276.754359016033,5692.265338840288
236,6729.859006847347,21928.176267756873,2682.5784189662627,11950.405414268793,7178.954250825623,5616.701189809015
237,6434.087093900801,20305.815737991667,2590.7113969404027,11728.848952365908,6944.470783724474,5460.273023111842
238,6015.040260939357,18291.626051367544,2450.1296324640125,11175.510695236415,6544.911161243744,5151.400044444352
239,5651.5366770306455,16867.3495998385,2226.6195484805753,10386.822893815961,6079.166060132629,4845.113644205469
240,5360.5330921192835,16015.964276552459,2270.2961555114575,9383.13493215481,5238.7597879184505,4345.6278099904175
241,5275.282379412854,15699.495925307385,2083.545942188798,8784.165985620672,4996.789156966359,4274.504228768961
242,5283.699518789579,15691.788916852474,1986.5782978517962,8451.502054789096,4745.5584553448825,4284.78751628828
243,5357.470116495066,15875.812177094409,1933.2625725508572,8222.573922925289,4670.046804185781,4177.063379457193
244,5582.10353285929,16510.038207999478,1917.0432117812916,8213.680304017962,4648.40608356769,4271.803870915528
245,6054.021969027516,18045.226322156122,1957.472978831108,8441.508680141162,4644.7893518444935,4366.524694651637
246,6653.177532228116,20965.11537520754,2089.9601184962416,9060.90098442818,4862.224966649314,4528.219048823672
247,7043.2693840216125,22585.305850798526,2337.497505501121,9818.354456332252,5360.155700043806,5007.498024982599
248,7059.142294862694,22359.434312732876,2471.5268477290456,10235.63196956735,5646.565994773543,5322.253730219595
249,6972.4519160792615,21845.190580250422,2540.8407738529972,10495.891263515983,5707.684795762839,5449.009013213505
250,6846.097053150767,21389.490440244634,2574.1051713101324,10708.817032725015,5899.1886994843635,5530.591260318972
251,6702.761434979044,20898.784349951882,2588.9054870076234,10856.552373715083,6029.842812912058,5307.978773701254
252,6568.636325236922,20470.409028147045,2588.650777053652,10845.87400781221,6015.255652192957,5213.157058182148
253,6426.746410735552,20083.378593529036,2582.9135747629207,10823.605951484504,5848.835247497819,5116.787551579986
254,6338.911068167658,19858.291026507773,2570.9194684484264,10689.496781221396,5754.811416018837,5094.317308201896
255,6385.3826377910755,20089.886784979608,2562.1613200284964,10552.232505366892,5752.857985627691,5075.518833833042
256,6646.803979089343,21348.57399852653,2579.102574835288,10457.52654008294,5835.396052302241,5162.416764816061
257,7076.088475797256,22760.25192398819,2731.1187352797956,10720.829382203223,6248.789674017843,5372.945430068574
258,7114.90782224603,22641.279922149763,3026.959708834591,11909.743856300089,6986.623485862513,5659.515386223352
259,6995.732136785676,22045.469137636886,3119.556290137474,12197.026168542012,7099.670402557823,5698.871136832036
260,6813.093045684183,21074.979232322486,3040.320487202391,12019.66848145947,7218.811489684626,5343.789346802941
261,6481.262994181941,19359.14746338205,2929.6481035573756,11712.772473623738,7032.2365883990815,5234.2211102113615
262,6037.053106007561,17585.249430510044,2763.384465641846,11167.158130133505,6494.071270050522,5081.799106098281
263,5683.220242525439,16295.956012873336,2498.877008603548,10305.196278353154,5969.682338017586,4733.881612625577
264,5522.064659551909,15503.292230227746,1916.3375917128974,8211.622535840379,4584.377014710304,4093.4819237190277
265,5444.4321220720785,15165.43790637763,1791.257118784633,7768.754069026229,4348.8135841541,4041.2988160858035
266,5427.635357708773,15071.169396660822,1712.4585379455025,7500.559406784671,4167.826597213986,3934.113715161079
267,5501.420088848439,15232.260240027166,1668.6691400635827,7306.118785232778,4065.531399457941,3888.1512851791954
268,5706.152829682222,15840.715027289552,1656.7819109802185,7300.067162730947,4054.1859256306593,3934.439051851606
269,6150.003808734114,17259.012802751873,1695.0699534288544,7466.506063910077,4085.3085036807984,4023.749106944463
270,6753.600548272658,19858.376618839455,1812.8955057166934,7953.323287777012,4293.188591842307,4313.2956956685175
271,7098.133596001447,21551.888550424057,2026.295157194709,8619.50996984648,4654.007104209177,4794.093101233908
272,7105.4679424176575,21513.887920838068,2140.818777579036,8939.463981601792,4929.222025981032,5121.209835666335
273,7011.243514759587,21109.005683595416,2185.47568007233,9166.22341180872,4912.876667926417,5226.658004713482
